Athlete ID,competition_scope,championship,season_note
AT_MA_KU_4765,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_KU_4773,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_KU_5675,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_KU_5678,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_KU_5683,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_KU_5919,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_KU_6071,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_KU_7220,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_KU_7592,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_K_5684,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_LA_1234,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_LA_4162,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_LA_7197,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_LI_1172,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_LO_3201,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_LO_4766,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_MA_1174,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_MA_1201,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_MA_4764,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_MA_6528,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_ME_1196,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_MI_5686,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_M_3226,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_M_3248,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_M_3266,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_M_3271,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_NA_1186,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_NA_3216,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_NE_1224,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_NE_1225,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_NI_3267,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_NO_4159,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_PA_1165,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_PA_1180,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_PA_3268,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_PA_5693,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_PH_1212,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_PI_6522,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_PO_1242,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_PO_3219,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_PR_4752,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_P_3217,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_P_3261,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_RA_1200,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_RA_1220,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_RA_3257,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_RA_3259,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_RA_3273,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_RA_4746,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_RA_5688,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_RA_6513,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_RA_7202,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_RE_4741,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_RO_4254,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_RO_6523,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_R_1183,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_R_1215,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_R_3202,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_R_7211,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_SA_3210,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_SA_3214,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_SA_3251,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_SE_3265,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_SH_4753,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_SI_1169,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_SI_1171,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_SI_1193,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_SI_1194,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_SI_1202,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_MA_SI_1205,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
